"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Ent","log2fold_change","Auc"
"434","Mb21d2","hurdle",3.51243300590507e-14,-2.900227,-2.395008,0.505219,0.526
"800","Xkr9","hurdle",4.05855557720974e-23,-3.14158,-2.562141,0.579439,0.525
"714","Stab1","hurdle",2.81091784858622e-42,-3.287981,-2.669397,0.618584,0.525
"640","Slc23a1","hurdle",1.08422178268198e-42,-3.291713,-2.693456,0.598257,0.525
"506","Oplah","hurdle",9.02995167910938e-18,-3.042868,-2.490135,0.552733,0.525
"502","Ocm","hurdle",6.86006139421591e-33,-3.236712,-2.562141,0.674571,0.525
"46","Acot9","hurdle",1.37389800044038e-17,-3.033463,-2.483128,0.550335,0.525
"572","Ptk6","hurdle",5.1533723895323e-23,-3.152851,-2.607135,0.545716,0.524
"602","S100g","hurdle",7.32622958716491e-21,-2.0428683,-0.5754924,1.4673759,0.523
"485","Myzap","hurdle",4.40619945381332e-14,-2.918386,-2.388447,0.529939,0.523
"758","Tpm2","hurdle",8.63865966358189e-18,-3.103904,-2.554776,0.549128,0.522
"60","Adora2b","hurdle",2.98210771020937e-28,-3.245131,-2.709721,0.53541,0.522
"568","Proz","hurdle",7.60134758982596e-33,-3.281781,-2.742812,0.538969,0.521
"431","Mapre3","hurdle",1.75159029117555e-23,-3.222392,-2.685391,0.537001,0.521
"576","Rab30","hurdle",1.72181847888174e-20,-3.129283,-2.287341,0.841942,0.52
"279","Fam151a","hurdle",6.6222985538877e-28,-3.254814,-2.653578,0.601236,0.519
"121","Bbox1","hurdle",9.19916344347998e-19,-3.198838,-2.677372,0.521466,0.518
"9","2010109I03Rik","hurdle",7.36834073796775e-22,-2.84342418,-0.03364375,2.80978043,0.516
"435","Mbl2","hurdle",3.63442502647334e-22,-3.294207,-2.776679,0.517528,0.514
"336","Gprc5a","hurdle",1.02481172299357e-19,-3.200006,-2.131316,1.06869,0.514
"498","Nt5e","hurdle",9.51478800935767e-15,-3.281781,-2.554776,0.727005,0.509
"111","Atf3","hurdle",9.39849935917138e-12,-2.965307,-1.830797,1.13451,0.509
"53","Ada","hurdle",1.13217632540812e-74,-1.7121598,0.5214079,2.2335677,0.508
"651","Slc28a2","hurdle",2.6592365080932e-53,-2.715081,-1.379963,1.335118,0.505
"174","Cldn4","hurdle",1.53052381647834e-41,-1.657758,-1.113353,0.544405,0.466
